ε:0.00 α:1.00 γ:1.00 学習回数:29086 ステップ数:22
ε:0.00 α:1.00 γ:0.50 学習回数:2056 ステップ数:22
ε:0.50 α:0.50 γ:0.50 学習回数:36 ステップ数:22
ε:0.00 α:0.50 γ:0.00 学習回数:107134 ステップ数:22
ε:0.00 α:0.00 γ:1.00 学習回数:148215 ステップ数:22
ε:0.50 α:0.50 γ:1.00 学習回数:18 ステップ数:22
ε:0.00 α:0.50 γ:0.50 学習回数:152574 ステップ数:22
ε:0.50 α:1.00 γ:0.50 学習回数:8 ステップ数:22
ε:0.50 α:1.00 γ:1.00 学習回数:47 ステップ数:22
ε:0.50 α:1.00 γ:0.00 学習回数:0 ステップ数:0
