N回目,ε,α,γ,学習回数,最短経路
---------------------------0.9,0.9,0.9-------------------------------
40,0.20,0.90,0.90,84926,17
39,0.20,0.90,0.90,28101,17
42,0.20,0.90,0.90,282296,17
49,0.20,0.90,0.90,738631,16
46,0.20,0.90,0.90,920187,17
47,0.20,0.90,0.90,358858,17
48,0.20,0.90,0.90,176399,17
50,0.20,0.90,0.90,87912,17
51,0.20,0.90,0.90,131446,17
52,0.20,0.90,0.90,177573,17
58,0.20,0.90,0.90,179636,16
53,0.20,0.90,0.90,11991,17
56,0.20,0.90,0.90,417311,16
62,0.20,0.90,0.90,507797,16
64,0.20,0.90,0.90,201663,16
65,0.20,0.90,0.90,335493,16
54,0.20,0.90,0.90,521077,17
63,0.20,0.90,0.90,48658,17
59,0.20,0.90,0.90,871479,16
61,0.20,0.90,0.90,457226,17
60,0.20,0.90,0.90,772794,17
57,0.20,0.90,0.90,4483,17
55,0.20,0.90,0.90,233729,17
72,0.20,0.90,0.90,329579,16
4,0.90,0.80,0.90,22,16
5,0.90,0.80,0.90,260,16
1,0.90,0.80,0.90,14,16
8,0.90,0.80,0.90,18,16
3,0.90,0.80,0.90,21,16
6,0.90,0.80,0.90,27,16
2,0.90,0.80,0.90,2717,16
9,0.90,0.80,0.90,23,16
12,0.90,0.80,0.90,19,16
14,0.90,0.80,0.90,11,16
10,0.90,0.80,0.90,17,16
7,0.90,0.80,0.90,117798,16
13,0.90,0.80,0.90,2550,16
11,0.90,0.80,0.90,23,16
16,0.90,0.80,0.90,254,16
17,0.90,0.80,0.90,24,16
18,0.90,0.80,0.90,868,16
19,0.90,0.80,0.90,22,16
20,0.90,0.80,0.90,15,16
24,0.90,0.80,0.90,22,16
21,0.90,0.80,0.90,19,16
23,0.90,0.80,0.90,28,16
26,0.90,0.80,0.90,19,16
22,0.90,0.80,0.90,35,16
27,0.90,0.80,0.90,164,16
25,0.90,0.80,0.90,3403,16
28,0.90,0.80,0.90,128,16
30,0.90,0.80,0.90,23,16
31,0.90,0.80,0.90,3769,16
34,0.90,0.80,0.90,19,16
33,0.90,0.80,0.90,307,16
35,0.90,0.80,0.90,19,16
32,0.90,0.80,0.90,17,16
36,0.90,0.80,0.90,260,16
37,0.90,0.80,0.90,12,16
38,0.90,0.80,0.90,15,16
41,0.90,0.80,0.90,15,16
40,0.90,0.80,0.90,89,16
42,0.90,0.80,0.90,18,16
43,0.90,0.80,0.90,24,16
45,0.90,0.80,0.90,13,16
29,0.90,0.80,0.90,9,18
46,0.90,0.80,0.90,24,16
47,0.90,0.80,0.90,31456,16
49,0.90,0.80,0.90,14,16
50,0.90,0.80,0.90,2894,16
51,0.90,0.80,0.90,13,16
53,0.90,0.80,0.90,13,16
52,0.90,0.80,0.90,36,16
54,0.90,0.80,0.90,23,16
55,0.90,0.80,0.90,32,16
56,0.90,0.80,0.90,16,16
57,0.90,0.80,0.90,32,16
58,0.90,0.80,0.90,6204,16
59,0.90,0.80,0.90,16,16
60,0.90,0.80,0.90,660,16
61,0.90,0.80,0.90,24,16
62,0.90,0.80,0.90,16,16
63,0.90,0.80,0.90,24,16
65,0.90,0.80,0.90,26,16
64,0.90,0.80,0.90,184,16
66,0.90,0.80,0.90,22,16
39,0.90,0.80,0.90,18,18
15,0.90,0.80,0.90,12,18
67,0.90,0.80,0.90,14,16
68,0.90,0.80,0.90,9,16
69,0.90,0.80,0.90,24,16
70,0.90,0.80,0.90,30,16
71,0.90,0.80,0.90,21,16
74,0.90,0.80,0.90,19,16
72,0.90,0.80,0.90,60,16
73,0.90,0.80,0.90,17,16
75,0.90,0.80,0.90,133,16
77,0.90,0.80,0.90,383,16
76,0.90,0.80,0.90,127,16
79,0.90,0.80,0.90,19,16
78,0.90,0.80,0.90,11,16
80,0.90,0.80,0.90,23,16
84,0.90,0.80,0.90,16,16
81,0.90,0.80,0.90,28,16
83,0.90,0.80,0.90,31,16
85,0.90,0.80,0.90,30,16
86,0.90,0.80,0.90,14,16
82,0.90,0.80,0.90,89638,16
44,0.90,0.80,0.90,23,18
87,0.90,0.80,0.90,2010,16
89,0.90,0.80,0.90,23,16
88,0.90,0.80,0.90,22,16
91,0.90,0.80,0.90,20,16
92,0.90,0.80,0.90,18,16
95,0.90,0.80,0.90,17,16
94,0.90,0.80,0.90,22,16
90,0.90,0.80,0.90,106816,16
96,0.90,0.80,0.90,18,16
93,0.90,0.80,0.90,20801,16
97,0.90,0.80,0.90,16,16
98,0.90,0.80,0.90,24,16
100,0.90,0.80,0.90,9,16
99,0.90,0.80,0.90,86477,16
48,0.90,0.80,0.90,22,18
2,0.90,0.70,0.90,22,16
8,0.90,0.70,0.90,126,16
6,0.90,0.70,0.90,20,16
1,0.90,0.70,0.90,17,16
4,0.90,0.70,0.90,23,16
5,0.90,0.70,0.90,24,16
3,0.90,0.70,0.90,20,16
9,0.90,0.70,0.90,7,16
10,0.90,0.70,0.90,1696,16
12,0.90,0.70,0.90,32,16
15,0.90,0.70,0.90,95,16
11,0.90,0.70,0.90,89101,16
14,0.90,0.70,0.90,23,16
17,0.90,0.70,0.90,31,16
16,0.90,0.70,0.90,2728,16
18,0.90,0.70,0.90,18,16
21,0.90,0.70,0.90,5951,16
20,0.90,0.70,0.90,14,16
23,0.90,0.70,0.90,32,16
22,0.90,0.70,0.90,26,16
24,0.90,0.70,0.90,28,16
25,0.90,0.70,0.90,14,16
26,0.90,0.70,0.90,16,16
28,0.90,0.70,0.90,13,16
27,0.90,0.70,0.90,20246,16
29,0.90,0.70,0.90,26,16
30,0.90,0.70,0.90,68,16
31,0.90,0.70,0.90,4878,16
32,0.90,0.70,0.90,32,16
33,0.90,0.70,0.90,22,16
34,0.90,0.70,0.90,22,16
35,0.90,0.70,0.90,74,16
38,0.90,0.70,0.90,18,16
36,0.90,0.70,0.90,22,16
37,0.90,0.70,0.90,23,16
39,0.90,0.70,0.90,38,16
40,0.90,0.70,0.90,28,16
42,0.90,0.70,0.90,64,16
41,0.90,0.70,0.90,13,16
44,0.90,0.70,0.90,26,16
45,0.90,0.70,0.90,17,16
46,0.90,0.70,0.90,29,16
48,0.90,0.70,0.90,12,16
49,0.90,0.70,0.90,10,16
50,0.90,0.70,0.90,18,16
51,0.90,0.70,0.90,22,16
52,0.90,0.70,0.90,8520,16
54,0.90,0.70,0.90,19,16
56,0.90,0.70,0.90,28,16
57,0.90,0.70,0.90,9,16
58,0.90,0.70,0.90,28,16
53,0.90,0.70,0.90,520444,16
60,0.90,0.70,0.90,3660,16
55,0.90,0.70,0.90,584984,16
61,0.90,0.70,0.90,22,18
62,0.90,0.70,0.90,22,16
63,0.90,0.70,0.90,17,16
64,0.90,0.70,0.90,24,16
65,0.90,0.70,0.90,23,16
67,0.90,0.70,0.90,3772,16
68,0.90,0.70,0.90,7435,16
7,0.90,0.70,0.90,844351,16
69,0.90,0.70,0.90,30,16
70,0.90,0.70,0.90,24,16
71,0.90,0.70,0.90,24,16
73,0.90,0.70,0.90,29,16
72,0.90,0.70,0.90,139140,16
74,0.90,0.70,0.90,7156,16
76,0.90,0.70,0.90,13,16
75,0.90,0.70,0.90,17,16
77,0.90,0.70,0.90,285560,16
78,0.90,0.70,0.90,299,16
79,0.90,0.70,0.90,21,16
80,0.90,0.70,0.90,5693,16
81,0.90,0.70,0.90,12,16
82,0.90,0.70,0.90,6851,16
83,0.90,0.70,0.90,1948,16
84,0.90,0.70,0.90,28,16
85,0.90,0.70,0.90,15,16
87,0.90,0.70,0.90,26,16
88,0.90,0.70,0.90,25,16
89,0.90,0.70,0.90,417387,16
90,0.90,0.70,0.90,17,16
91,0.90,0.70,0.90,294873,17
13,0.90,0.70,0.90,14,18
19,0.90,0.70,0.90,18,18
43,0.90,0.70,0.90,22,18
59,0.90,0.70,0.90,18,18
47,0.90,0.70,0.90,15,18
66,0.90,0.70,0.90,25,18
97,0.90,0.70,0.90,14,16
98,0.90,0.70,0.90,6080,16
96,0.90,0.70,0.90,20,16
94,0.90,0.70,0.90,6351,16
99,0.90,0.70,0.90,26,16
95,0.90,0.70,0.90,120497,16
100,0.90,0.70,0.90,7635,16
93,0.90,0.70,0.90,18,16
92,0.90,0.70,0.90,21,16
86,0.90,0.70,0.90,21,18
7,0.90,0.60,0.90,28,16
8,0.90,0.60,0.90,397,16
1,0.90,0.60,0.90,3782,16
6,0.90,0.60,0.90,1015,16
5,0.90,0.60,0.90,20,16
3,0.90,0.60,0.90,15,16
2,0.90,0.60,0.90,19636,16
9,0.90,0.60,0.90,21,16
10,0.90,0.60,0.90,14,16
11,0.90,0.60,0.90,24,16
4,0.90,0.60,0.90,247919,16
13,0.90,0.60,0.90,24,16
16,0.90,0.60,0.90,15,16
14,0.90,0.60,0.90,25,16
18,0.90,0.60,0.90,14,16
19,0.90,0.60,0.90,14,16
20,0.90,0.60,0.90,62,16
21,0.90,0.60,0.90,655,16
24,0.90,0.60,0.90,35,16
26,0.90,0.60,0.90,23,16
23,0.90,0.60,0.90,24,16
25,0.90,0.60,0.90,171,16
22,0.90,0.60,0.90,28,16
27,0.90,0.60,0.90,31,16
31,0.90,0.60,0.90,27,16
30,0.90,0.60,0.90,24,16
29,0.90,0.60,0.90,24,16
32,0.90,0.60,0.90,55,16
34,0.90,0.60,0.90,18,16
36,0.90,0.60,0.90,13,16
37,0.90,0.60,0.90,22,16
33,0.90,0.60,0.90,285673,16
38,0.90,0.60,0.90,34,16
40,0.90,0.60,0.90,30,16
39,0.90,0.60,0.90,12,16
43,0.90,0.60,0.90,13,16
42,0.90,0.60,0.90,66083,16
44,0.90,0.60,0.90,36,16
45,0.90,0.60,0.90,23,16
46,0.90,0.60,0.90,28,16
47,0.90,0.60,0.90,24,16
48,0.90,0.60,0.90,32,16
49,0.90,0.60,0.90,17,16
50,0.90,0.60,0.90,14,16
52,0.90,0.60,0.90,17,16
51,0.90,0.60,0.90,13473,16
53,0.90,0.60,0.90,23,16
54,0.90,0.60,0.90,542,16
55,0.90,0.60,0.90,15,16
56,0.90,0.60,0.90,12,16
58,0.90,0.60,0.90,30,16
59,0.90,0.60,0.90,25,16
60,0.90,0.60,0.90,22,16
61,0.90,0.60,0.90,124,16
62,0.90,0.60,0.90,415153,16
63,0.90,0.60,0.90,29,16
64,0.90,0.60,0.90,27,16
65,0.90,0.60,0.90,29,16
66,0.90,0.60,0.90,21,16
67,0.90,0.60,0.90,1865,16
68,0.90,0.60,0.90,56,17
69,0.90,0.60,0.90,39,16
70,0.90,0.60,0.90,27,16
71,0.90,0.60,0.90,973582,16
72,0.90,0.60,0.90,18,16
73,0.90,0.60,0.90,22,16
74,0.90,0.60,0.90,28,16
75,0.90,0.60,0.90,26,16
15,0.90,0.60,0.90,8183,17
76,0.90,0.60,0.90,179158,16
77,0.90,0.60,0.90,10,16
78,0.90,0.60,0.90,24,16
35,0.90,0.60,0.90,23,18
28,0.90,0.60,0.90,17,18
79,0.90,0.60,0.90,34,16
80,0.90,0.60,0.90,133,16
17,0.90,0.60,0.90,7586,17
12,0.90,0.60,0.90,27,18
83,0.90,0.60,0.90,32,16
82,0.90,0.60,0.90,692,16
84,0.90,0.60,0.90,27,16
85,0.90,0.60,0.90,29,16
86,0.90,0.60,0.90,42,16
90,0.90,0.60,0.90,22,16
88,0.90,0.60,0.90,27,16
41,0.90,0.60,0.90,1168,17
91,0.90,0.60,0.90,26,16
89,0.90,0.60,0.90,20,16
93,0.90,0.60,0.90,15,16
94,0.90,0.60,0.90,30,16
95,0.90,0.60,0.90,20,16
96,0.90,0.60,0.90,19,16
98,0.90,0.60,0.90,14,16
92,0.90,0.60,0.90,229303,16
97,0.90,0.60,0.90,31,16
99,0.90,0.60,0.90,1518,16
100,0.90,0.60,0.90,21,16
57,0.90,0.60,0.90,25,18
81,0.90,0.60,0.90,86311,17
87,0.90,0.60,0.90,30,18
6,0.90,0.50,0.90,22,16
3,0.90,0.50,0.90,11997,16
5,0.90,0.50,0.90,31,16
2,0.90,0.50,0.90,34,16
1,0.90,0.50,0.90,248,16
8,0.90,0.50,0.90,30,16
9,0.90,0.50,0.90,13,16
10,0.90,0.50,0.90,25,16
11,0.90,0.50,0.90,25,16
13,0.90,0.50,0.90,29,16
12,0.90,0.50,0.90,136672,16
16,0.90,0.50,0.90,30,16
18,0.90,0.50,0.90,25,16
19,0.90,0.50,0.90,69,16
21,0.90,0.50,0.90,15,16
22,0.90,0.50,0.90,39,16
24,0.90,0.50,0.90,181017,16
25,0.90,0.50,0.90,19,16
26,0.90,0.50,0.90,23,16
27,0.90,0.50,0.90,36,16
28,0.90,0.50,0.90,23,16
29,0.90,0.50,0.90,26,16
30,0.90,0.50,0.90,13,16
31,0.90,0.50,0.90,28,16
32,0.90,0.50,0.90,21,16
33,0.90,0.50,0.90,377,16
34,0.90,0.50,0.90,23,16
35,0.90,0.50,0.90,33,16
36,0.90,0.50,0.90,15,16
37,0.90,0.50,0.90,34,16
38,0.90,0.50,0.90,28,16
39,0.90,0.50,0.90,27,16
40,0.90,0.50,0.90,12,16
41,0.90,0.50,0.90,456262,16
15,0.90,0.50,0.90,529419,16
43,0.90,0.50,0.90,28,16
44,0.90,0.50,0.90,21,16
45,0.90,0.50,0.90,20,16
46,0.90,0.50,0.90,33,16
42,0.90,0.50,0.90,27,18
48,0.90,0.50,0.90,20,16
49,0.90,0.50,0.90,21,16
50,0.90,0.50,0.90,29,16
51,0.90,0.50,0.90,38,16
52,0.90,0.50,0.90,19,16
53,0.90,0.50,0.90,24,16
54,0.90,0.50,0.90,14,16
55,0.90,0.50,0.90,14,18
56,0.90,0.50,0.90,22,18
57,0.90,0.50,0.90,32,16
58,0.90,0.50,0.90,26,18
59,0.90,0.50,0.90,32,16
47,0.90,0.50,0.90,24,18
60,0.90,0.50,0.90,462860,16
61,0.90,0.50,0.90,38,16
62,0.90,0.50,0.90,76,16
63,0.90,0.50,0.90,207870,16
64,0.90,0.50,0.90,81,16
65,0.90,0.50,0.90,35,16
4,0.90,0.50,0.90,31,18
23,0.90,0.50,0.90,29,18
7,0.90,0.50,0.90,29,18
17,0.90,0.50,0.90,40549,17
20,0.90,0.50,0.90,623629,17
14,0.90,0.50,0.90,28,18
70,0.90,0.50,0.90,23,16
69,0.90,0.50,0.90,1636,16
68,0.90,0.50,0.90,25,16
72,0.90,0.50,0.90,10,16
73,0.90,0.50,0.90,24,16
71,0.90,0.50,0.90,26764,16
75,0.90,0.50,0.90,19,16
76,0.90,0.50,0.90,110,16
77,0.90,0.50,0.90,31,16
78,0.90,0.50,0.90,10,16
79,0.90,0.50,0.90,29,16
82,0.90,0.50,0.90,20,16
81,0.90,0.50,0.90,25,16
80,0.90,0.50,0.90,23,16
83,0.90,0.50,0.90,30,16
84,0.90,0.50,0.90,42254,16
85,0.90,0.50,0.90,29,16
86,0.90,0.50,0.90,20,16
88,0.90,0.50,0.90,26,16
87,0.90,0.50,0.90,15,16
89,0.90,0.50,0.90,26,16
90,0.90,0.50,0.90,5215,16
91,0.90,0.50,0.90,40,16
93,0.90,0.50,0.90,19,16
92,0.90,0.50,0.90,18,16
66,0.90,0.50,0.90,31,16
67,0.90,0.50,0.90,226,16
97,0.90,0.50,0.90,17,16
96,0.90,0.50,0.90,29,16
95,0.90,0.50,0.90,25,16
98,0.90,0.50,0.90,35,16
100,0.90,0.50,0.90,18,16
99,0.90,0.50,0.90,34,16
94,0.90,0.50,0.90,127964,16
74,0.90,0.50,0.90,735385,16
1,0.90,0.40,0.90,20,16
2,0.90,0.40,0.90,17,16
8,0.90,0.40,0.90,10,16
7,0.90,0.40,0.90,30,16
4,0.90,0.40,0.90,30,16
5,0.90,0.40,0.90,35,16
3,0.90,0.40,0.90,24445,16
9,0.90,0.40,0.90,29,16
13,0.90,0.40,0.90,31,16
12,0.90,0.40,0.90,30,16
11,0.90,0.40,0.90,27,16
15,0.90,0.40,0.90,32,16
14,0.90,0.40,0.90,23,16
16,0.90,0.40,0.90,54,16
10,0.90,0.40,0.90,212074,16
17,0.90,0.40,0.90,23,16
18,0.90,0.40,0.90,95,16
19,0.90,0.40,0.90,29,16
21,0.90,0.40,0.90,32,16
20,0.90,0.40,0.90,20,16
23,0.90,0.40,0.90,34,16
22,0.90,0.40,0.90,23,16
24,0.90,0.40,0.90,23,16
25,0.90,0.40,0.90,28,16
26,0.90,0.40,0.90,24,16
27,0.90,0.40,0.90,22,16
28,0.90,0.40,0.90,4641,16
30,0.90,0.40,0.90,35,16
31,0.90,0.40,0.90,25,16
29,0.90,0.40,0.90,4445,16
35,0.90,0.40,0.90,19,16
34,0.90,0.40,0.90,138,16
33,0.90,0.40,0.90,23,16
37,0.90,0.40,0.90,26,16
38,0.90,0.40,0.90,24,16
32,0.90,0.40,0.90,213545,16
41,0.90,0.40,0.90,33459,16
40,0.90,0.40,0.90,115,16
39,0.90,0.40,0.90,100,16
47,0.90,0.40,0.90,40,16
45,0.90,0.40,0.90,34,16
46,0.90,0.40,0.90,23,16
44,0.90,0.40,0.90,81,16
43,0.90,0.40,0.90,51857,16
49,0.90,0.40,0.90,22,16
52,0.90,0.40,0.90,28,16
48,0.90,0.40,0.90,10638,16
51,0.90,0.40,0.90,152577,16
53,0.90,0.40,0.90,24,16
55,0.90,0.40,0.90,13,16
57,0.90,0.40,0.90,2365,16
58,0.90,0.40,0.90,39,16
54,0.90,0.40,0.90,187973,16
60,0.90,0.40,0.90,35,16
59,0.90,0.40,0.90,35,16
61,0.90,0.40,0.90,11,16
62,0.90,0.40,0.90,26,16
63,0.90,0.40,0.90,35,16
66,0.90,0.40,0.90,6,16
65,0.90,0.40,0.90,1093,16
64,0.90,0.40,0.90,33,16
67,0.90,0.40,0.90,24,16
68,0.90,0.40,0.90,29,16
70,0.90,0.40,0.90,39,16
72,0.90,0.40,0.90,13,16
73,0.90,0.40,0.90,21,16
74,0.90,0.40,0.90,41,16
75,0.90,0.40,0.90,7076,16
76,0.90,0.40,0.90,24,16
77,0.90,0.40,0.90,31,16
78,0.90,0.40,0.90,31,16
79,0.90,0.40,0.90,36,16
80,0.90,0.40,0.90,36,16
81,0.90,0.40,0.90,30,16
69,0.90,0.40,0.90,465536,16
82,0.90,0.40,0.90,32,16
83,0.90,0.40,0.90,29,16
85,0.90,0.40,0.90,28,16
86,0.90,0.40,0.90,37,16
84,0.90,0.40,0.90,176081,16
87,0.90,0.40,0.90,28,16
88,0.90,0.40,0.90,32,16
89,0.90,0.40,0.90,26,16
91,0.90,0.40,0.90,107,16
92,0.90,0.40,0.90,30,16
90,0.90,0.40,0.90,219010,16
93,0.90,0.40,0.90,27976,16
94,0.90,0.40,0.90,23,16
95,0.90,0.40,0.90,27,16
96,0.90,0.40,0.90,32,16
97,0.90,0.40,0.90,34,16
98,0.90,0.40,0.90,9,16
99,0.90,0.40,0.90,28,16
100,0.90,0.40,0.90,32,16
6,0.90,0.40,0.90,25,18
50,0.90,0.40,0.90,38,18
42,0.90,0.40,0.90,16,18
56,0.90,0.40,0.90,29,18
36,0.90,0.40,0.90,29,18
71,0.90,0.40,0.90,20,18
1,0.90,0.30,0.90,39,16
3,0.90,0.30,0.90,54,16
5,0.90,0.30,0.90,42,16
4,0.90,0.30,0.90,22,16
2,0.90,0.30,0.90,32,16
8,0.90,0.30,0.90,63,16
7,0.90,0.30,0.90,33,16
6,0.90,0.30,0.90,38,16
12,0.90,0.30,0.90,41,16
9,0.90,0.30,0.90,33,16
15,0.90,0.30,0.90,30,16
11,0.90,0.30,0.90,32,16
10,0.90,0.30,0.90,29,16
16,0.90,0.30,0.90,161,16
20,0.90,0.30,0.90,30,16
18,0.90,0.30,0.90,36,16
17,0.90,0.30,0.90,30129,16
19,0.90,0.30,0.90,2001,16
23,0.90,0.30,0.90,28,16
26,0.90,0.30,0.90,32,16
24,0.90,0.30,0.90,35,16
28,0.90,0.30,0.90,44,16
29,0.90,0.30,0.90,31,16
25,0.90,0.30,0.90,28,16
32,0.90,0.30,0.90,44,16
30,0.90,0.30,0.90,9,16
31,0.90,0.30,0.90,43128,16
33,0.90,0.30,0.90,57,16
34,0.90,0.30,0.90,22,16
35,0.90,0.30,0.90,14,16
37,0.90,0.30,0.90,19,16
38,0.90,0.30,0.90,30,16
40,0.90,0.30,0.90,25,16
41,0.90,0.30,0.90,5927,16
42,0.90,0.30,0.90,39,16
43,0.90,0.30,0.90,90,16
44,0.90,0.30,0.90,22,16
45,0.90,0.30,0.90,27,16
22,0.90,0.30,0.90,19,17
47,0.90,0.30,0.90,41,16
48,0.90,0.30,0.90,138,16
13,0.90,0.30,0.90,43,18
49,0.90,0.30,0.90,44,16
14,0.90,0.30,0.90,30,18
21,0.90,0.30,0.90,63008,17
50,0.90,0.30,0.90,30,16
52,0.90,0.30,0.90,33,16
51,0.90,0.30,0.90,41,16
53,0.90,0.30,0.90,34824,16
54,0.90,0.30,0.90,30,16
56,0.90,0.30,0.90,23,16
55,0.90,0.30,0.90,4,16
57,0.90,0.30,0.90,24,16
58,0.90,0.30,0.90,140,16
61,0.90,0.30,0.90,9,16
59,0.90,0.30,0.90,38,16
60,0.90,0.30,0.90,18,16
62,0.90,0.30,0.90,33,16
39,0.90,0.30,0.90,56,18
27,0.90,0.30,0.90,30,18
63,0.90,0.30,0.90,22,16
64,0.90,0.30,0.90,39,16
66,0.90,0.30,0.90,27,16
68,0.90,0.30,0.90,30,16
67,0.90,0.30,0.90,31,16
65,0.90,0.30,0.90,39,16
71,0.90,0.30,0.90,38,16
70,0.90,0.30,0.90,2086,16
74,0.90,0.30,0.90,34,16
36,0.90,0.30,0.90,63944,17
75,0.90,0.30,0.90,36,16
73,0.90,0.30,0.90,21,16
78,0.90,0.30,0.90,39,16
77,0.90,0.30,0.90,10598,16
79,0.90,0.30,0.90,20,16
80,0.90,0.30,0.90,25,16
82,0.90,0.30,0.90,11,16
81,0.90,0.30,0.90,31,16
83,0.90,0.30,0.90,48,16
85,0.90,0.30,0.90,105,16
87,0.90,0.30,0.90,17,16
86,0.90,0.30,0.90,21,16
88,0.90,0.30,0.90,36,16
89,0.90,0.30,0.90,34,16
90,0.90,0.30,0.90,53,16
93,0.90,0.30,0.90,33,16
92,0.90,0.30,0.90,32,16
91,0.90,0.30,0.90,34,16
95,0.90,0.30,0.90,28,16
96,0.90,0.30,0.90,44,16
94,0.90,0.30,0.90,34,16
97,0.90,0.30,0.90,30,16
99,0.90,0.30,0.90,32,16
98,0.90,0.30,0.90,16,16
46,0.90,0.30,0.90,51,18
100,0.90,0.30,0.90,44,16
72,0.90,0.30,0.90,161145,17
69,0.90,0.30,0.90,18,18
76,0.90,0.30,0.90,45,18
84,0.90,0.30,0.90,41,18
1,0.90,0.20,0.90,58,16
5,0.90,0.20,0.90,24,16
7,0.90,0.20,0.90,36,16
3,0.90,0.20,0.90,49,16
4,0.90,0.20,0.90,7854,16
2,0.90,0.20,0.90,37,16
10,0.90,0.20,0.90,137,16
9,0.90,0.20,0.90,65,16
13,0.90,0.20,0.90,36,16
14,0.90,0.20,0.90,43,16
12,0.90,0.20,0.90,47,16
15,0.90,0.20,0.90,59,16
18,0.90,0.20,0.90,49,16
17,0.90,0.20,0.90,20,16
19,0.90,0.20,0.90,50,16
20,0.90,0.20,0.90,4552,16
22,0.90,0.20,0.90,62177,16
23,0.90,0.20,0.90,50,16
24,0.90,0.20,0.90,44,16
25,0.90,0.20,0.90,25,16
26,0.90,0.20,0.90,47,16
27,0.90,0.20,0.90,24,16
28,0.90,0.20,0.90,30,16
29,0.90,0.20,0.90,3967,16
30,0.90,0.20,0.90,54,16
31,0.90,0.20,0.90,47,16
32,0.90,0.20,0.90,3140,16
34,0.90,0.20,0.90,364,16
33,0.90,0.20,0.90,26,16
35,0.90,0.20,0.90,36,16
36,0.90,0.20,0.90,44,16
37,0.90,0.20,0.90,56,16
39,0.90,0.20,0.90,1996,16
40,0.90,0.20,0.90,46,16
42,0.90,0.20,0.90,40,16
41,0.90,0.20,0.90,49,16
43,0.90,0.20,0.90,49,16
11,0.90,0.20,0.90,431833,16
44,0.90,0.20,0.90,43,16
45,0.90,0.20,0.90,34,16
46,0.90,0.20,0.90,35,16
47,0.90,0.20,0.90,54,16
49,0.90,0.20,0.90,50,16
50,0.90,0.20,0.90,21,16
51,0.90,0.20,0.90,36,16
53,0.90,0.20,0.90,18,16
52,0.90,0.20,0.90,60,16
54,0.90,0.20,0.90,27,16
55,0.90,0.20,0.90,54,16
56,0.90,0.20,0.90,40,16
58,0.90,0.20,0.90,60,16
59,0.90,0.20,0.90,51,16
60,0.90,0.20,0.90,64,16
61,0.90,0.20,0.90,2298,16
8,0.90,0.20,0.90,62,18
6,0.90,0.20,0.90,59,18
16,0.90,0.20,0.90,116870,17
63,0.90,0.20,0.90,45,16
64,0.90,0.20,0.90,58,16
65,0.90,0.20,0.90,47,16
66,0.90,0.20,0.90,55,16
67,0.90,0.20,0.90,40,16
68,0.90,0.20,0.90,62,16
69,0.90,0.20,0.90,20,16
70,0.90,0.20,0.90,50,16
72,0.90,0.20,0.90,47,16
71,0.90,0.20,0.90,89803,16
73,0.90,0.20,0.90,13696,16
74,0.90,0.20,0.90,49,16
76,0.90,0.20,0.90,36,16
21,0.90,0.20,0.90,28,18
77,0.90,0.20,0.90,230,16
75,0.90,0.20,0.90,41227,16
78,0.90,0.20,0.90,56,16
79,0.90,0.20,0.90,24,16
38,0.90,0.20,0.90,32,18
80,0.90,0.20,0.90,58,16
82,0.90,0.20,0.90,58,16
83,0.90,0.20,0.90,62,16
84,0.90,0.20,0.90,53,16
86,0.90,0.20,0.90,42,16
85,0.90,0.20,0.90,46,16
89,0.90,0.20,0.90,42,16
88,0.90,0.20,0.90,44,16
91,0.90,0.20,0.90,34,16
92,0.90,0.20,0.90,57,16
93,0.90,0.20,0.90,41,16
94,0.90,0.20,0.90,29,16
96,0.90,0.20,0.90,35,16
95,0.90,0.20,0.90,15832,16
48,0.90,0.20,0.90,41,18
98,0.90,0.20,0.90,10446,16
97,0.90,0.20,0.90,58815,16
99,0.90,0.20,0.90,26,16
100,0.90,0.20,0.90,9880,16
62,0.90,0.20,0.90,53,18
57,0.90,0.20,0.90,29,18
87,0.90,0.20,0.90,23,18
81,0.90,0.20,0.90,49,18
90,0.90,0.20,0.90,39,18
6,0.90,0.10,0.90,29,16
4,0.90,0.10,0.90,112,16
7,0.90,0.10,0.90,68,16
1,0.90,0.10,0.90,94,16
3,0.90,0.10,0.90,74,16
5,0.90,0.10,0.90,2965,16
2,0.90,0.10,0.90,91,16
8,0.90,0.10,0.90,79,16
10,0.90,0.10,0.90,5571,16
14,0.90,0.10,0.90,60,16
12,0.90,0.10,0.90,86,16
16,0.90,0.10,0.90,71,16
15,0.90,0.10,0.90,47,16
17,0.90,0.10,0.90,86,16
19,0.90,0.10,0.90,70,16
13,0.90,0.10,0.90,78,16
18,0.90,0.10,0.90,81,16
20,0.90,0.10,0.90,85,16
22,0.90,0.10,0.90,147,16
24,0.90,0.10,0.90,48,16
25,0.90,0.10,0.90,71,16
26,0.90,0.10,0.90,77,16
27,0.90,0.10,0.90,75,16
29,0.90,0.10,0.90,80,16
28,0.90,0.10,0.90,107,16
30,0.90,0.10,0.90,157,16
11,0.90,0.10,0.90,299137,16
32,0.90,0.10,0.90,67,16
31,0.90,0.10,0.90,92,16
34,0.90,0.10,0.90,67,16
36,0.90,0.10,0.90,81,16
33,0.90,0.10,0.90,379304,16
39,0.90,0.10,0.90,7469,16
41,0.90,0.10,0.90,71,16
42,0.90,0.10,0.90,79,16
38,0.90,0.10,0.90,82,16
37,0.90,0.10,0.90,94,16
43,0.90,0.10,0.90,263,16
45,0.90,0.10,0.90,89,16
44,0.90,0.10,0.90,68,16
46,0.90,0.10,0.90,124,16
48,0.90,0.10,0.90,6302,16
47,0.90,0.10,0.90,90,16
